SSDSE-A-2026,Prefecture,Municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2108,C210832,C210833,C210835,C210836,C210837,C210838,C210839,C210840,C210841,C210844,C210845,C210846,C210847,C210848,C210849,C210850,C210851,C210852,C2208,C220832,C220833,C220835,C220836,C220837,C220838,C220839,C220840,C220841,C220844,C220845,C220846,C220847,C220848,C220849,C220850,C220851,C220852,C310201,C310202,D1202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3901,E3904,E3905,E3906,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J250302
R01219,ñkäCìπ,ñ‰ï és,21215,9901,11314,20674,9803,10871,1971,992,979,11515,5782,5733,7697,3104,4593,4066,1474,2592,529,81,363,580,869,11214,11192,20546,5502,5326,2657,1722,2209,68,30,83067,17777,1257,23,4,0,112,98,4,10,47,307,28,79,38,196,115,21,60,14,101,9072,252,51,0,881,1764,36,97,581,2037,162,155,186,854,351,124,911,130,500,70,9,197,86.9,9.4,43952845,3233456,43786396,5622149,3406515,2280259,5029,1,38,5,101,705,3,52,395,0,0,0,0,1,380,9688,5172,4516,381,242,139,6990,2330,4660,949,2392,6288,3,1,20434,1473,215,164,3,3,9,9,34,15,31,2
R01220,ñkäCìπ,émï és,17858,8416,9442,17756,8349,9407,1652,855,797,8803,4490,4313,7350,3044,4306,4118,1590,2528,76,59,279,382,623,8184,8157,17188,4660,2849,2510,1638,1467,46,22,111922,28428,946,50,0,3,95,49,2,3,21,210,16,45,26,139,86,21,75,16,89,6995,493,0,16,1076,482,7,20,356,1435,114,106,268,519,230,66,715,142,950,467,57,220,96.8,14.7,17770164,2315891,17339012,4027987,1642609,1600682,0,3,109,6,91,559,4,66,361,0,0,0,0,2,317,8810,4916,3894,225,151,74,6195,2041,4154,1481,1525,5454,16,2,16708,928,166,110,3,1,12,8,21,9,29,3
R01221,ñkäCìπ,ñºäÒés,27282,13322,13960,27014,13167,13847,3018,1561,1457,15232,7893,7339,8747,3682,5065,4754,1846,2908,50,140,348,992,1384,12810,12725,25708,6650,5303,3076,1917,1822,87,47,53486,20022,1313,29,0,1,95,45,4,9,41,317,39,133,33,195,131,30,98,13,100,9950,211,0,13,797,558,76,63,724,2537,342,250,168,1035,441,238,1337,223,937,473,107,255,96.4,10.3,25059418,3199996,24702214,6443568,2760196,3905262,943,3,264,6,121,1098,3,61,535,1,17,10,12,2,397,13689,7763,5926,290,180,110,8871,3033,5838,1367,1519,10479,19,2,25540,807,252,163,3,4,10,15,87,23,56,3
R01222,ñkäCìπ,éOä}és,8040,3631,4409,8025,3621,4404,655,315,340,3566,1845,1721,3819,1471,2348,2253,779,1474,15,32,186,264,282,3816,3799,7465,1994,1583,1185,648,1037,18,9,30252,5849,352,11,0,1,40,27,2,0,9,100,3,9,2,37,39,1,22,7,42,2925,119,0,13,328,504,11,0,112,784,11,55,6,197,112,1,387,33,252,55,14,110,91.7,9.6,14186929,854184,13984612,2359476,1165509,1318926,0,0,0,2,32,248,2,27,124,0,0,0,0,1,99,3147,1729,1418,258,190,68,3875,1340,2535,233,658,2238,1,1,7800,2027,88,28,2,2,4,3,10,3,13,1
R01223,ñkäCìπ,ç™é∫és,24636,11762,12874,24249,11666,12583,2396,1217,1179,13370,6832,6538,8648,3550,5098,4569,1694,2875,306,103,393,597,964,11153,11133,23883,5841,4201,2969,1634,1757,82,49,40781,20571,1323,17,45,0,97,145,4,10,32,328,29,53,26,192,142,22,60,19,102,9552,138,361,0,621,2163,26,30,369,2258,321,212,134,707,387,105,848,338,534,86,1,234,87.3,8.4,49047033,2945814,48070865,4809896,1685438,1956672,2065,2,137,4,91,731,2,45,367,4,78,135,83,1,454,12722,7022,5700,351,224,127,7879,2616,5263,2438,2600,7261,4,1,23148,5883,233,153,4,1,7,7,33,12,29,6
R01224,ñkäCìπ,êÁçŒés,97950,49790,48160,97223,49450,47773,13012,6681,6331,62066,32906,29160,22690,10088,12602,10977,4484,6493,704,657,970,5203,5684,43809,43635,92889,24584,17068,8652,4970,4583,503,185,59450,19754,3135,42,2,1,249,156,3,20,159,789,56,152,88,528,304,102,268,16,200,42200,719,16,16,2375,7389,67,103,5151,7559,539,1049,559,4326,2186,1167,3919,300,4760,173,41,528,88.2,7.6,54887118,16518385,53231337,16740263,5074680,7357339,104212,8,977,18,382,5146,9,190,2621,0,0,0,0,3,1422,47913,28274,19639,1819,1064,755,26916,9257,17659,1606,8585,36424,12,1,98015,1380,634,446,15,5,57,41,145,62,135,4
R01225,ñkäCìπ,ëÍêÏés,39490,18832,20658,39013,18548,20465,3995,2104,1891,21161,10702,10459,13821,5682,8139,7223,2735,4488,109,164,627,1417,1766,18688,18636,37549,10324,7369,4799,2961,3114,124,68,11590,10282,1690,16,0,1,181,55,2,9,45,407,41,96,62,249,186,44,146,13,137,13602,114,0,1,1547,673,58,111,763,3359,404,315,385,1255,692,321,2408,284,912,273,65,248,89.9,7.5,24581322,4370176,23307845,7567357,2406500,2050706,0,2,203,6,138,1412,3,81,862,0,0,0,0,3,1336,18184,9981,8203,618,387,231,13077,4494,8583,823,3119,13571,1,1,37511,4661,321,215,5,4,23,20,90,33,96,5
R01226,ñkäCìπ,çªêÏés,16486,7607,8879,16450,7588,8862,1388,682,706,8138,3985,4153,6404,2640,3764,3548,1346,2202,29,55,332,533,623,7599,7572,15713,4268,2705,2249,1359,1311,52,18,7868,4997,758,7,0,1,83,34,3,2,26,195,13,37,19,113,71,13,70,6,65,7242,28,0,2,851,702,158,4,451,1852,94,174,69,447,299,52,799,112,1148,169,24,166,83.1,5.5,16254109,2033768,15689417,3598200,2691235,1031477,0,1,61,5,76,536,1,29,304,0,0,0,0,1,167,7444,3985,3459,391,258,133,6676,2369,4307,377,1746,5289,1,1,15615,407,145,92,4,1,7,8,110,13,69,3
R01227,ñkäCìπ,âÃéuì‡és,2989,1399,1590,2979,1393,1586,142,80,62,1252,659,593,1592,658,934,888,318,570,10,14,82,67,88,1424,1417,2674,727,608,485,282,376,4,2,5595,1402,111,1,0,2,15,4,0,1,6,22,3,1,0,8,10,2,11,3,22,656,4,0,32,87,42,0,3,68,74,9,2,0,30,55,2,164,9,75,1,0,75,93.3,8.9,5209696,196951,5041985,1112923,614337,301488,0,0,0,0,0,0,0,0,0,1,23,35,25,0,0,1150,642,508,70,55,15,1624,620,1004,21,292,834,0,1,2701,109,20,3,0,1,3,1,2,1,5,0
R01228,ñkäCìπ,ê[êÏés,20039,9362,10677,19927,9311,10616,1634,853,781,9802,4981,4821,8544,3482,5062,4873,1831,3042,110,70,365,543,721,9198,9161,18768,5028,3438,2817,1814,1574,50,14,52942,21492,989,57,0,1,76,38,5,4,26,240,19,54,34,133,100,21,81,13,87,7374,438,0,6,601,378,39,11,342,1594,187,113,254,632,345,231,1442,169,592,542,152,185,84.1,14.5,20045616,2134564,19912306,4243357,1948427,1121876,629,2,61,6,91,670,2,35,335,0,0,0,0,2,319,9324,4982,4342,266,176,90,8161,3001,5160,1539,1154,6388,7,1,18851,1723,200,108,5,3,13,11,60,17,41,8
R01229,ñkäCìπ,ïxó«ñÏés,21131,9947,11184,20825,9818,11007,2211,1126,1085,11512,5645,5867,7255,3073,4182,3933,1515,2418,224,110,313,656,864,9538,9502,20099,5109,3630,2388,1480,1306,60,31,60071,19751,1107,45,0,1,73,40,3,3,26,278,21,80,28,212,96,26,78,11,86,9386,563,0,6,901,507,41,5,588,1899,170,168,95,1266,297,143,1717,333,687,546,15,186,90.6,7.8,17140036,2740920,16931913,4610743,2232246,1291472,9599,4,259,6,103,784,3,52,461,1,17,16,10,2,518,10779,5715,5064,311,186,125,6904,2395,4509,2188,1201,7250,2,1,19639,1386,233,145,2,2,11,13,43,17,54,1
R01230,ñkäCìπ,ìoï és,46391,22146,24245,46118,22023,24095,4775,2480,2295,24170,12215,11955,17287,7373,9914,9013,3563,5450,167,166,744,1343,1684,20928,20885,44369,12520,7123,6319,3906,3433,123,71,21221,3853,1511,9,1,0,226,69,1,5,43,342,20,100,37,204,168,46,126,12,102,13083,57,5,0,1449,982,9,26,657,2761,103,272,110,2098,603,335,2426,142,1048,27,9,277,94.6,10.9,24985416,5317602,24201212,9093797,2530763,1815250,7939,4,396,8,152,1784,5,89,842,0,0,0,0,1,317,20102,11247,8855,892,554,338,18341,6656,11685,256,4946,14750,2,2,44564,2019,277,149,6,6,18,17,54,25,46,5
R01231,ñkäCìπ,åbíÎés,70331,34088,36243,69840,33832,36008,8701,4476,4225,41413,20687,20726,19673,8560,11113,9795,3882,5913,438,354,872,3049,2831,30276,30172,67695,18394,9980,7456,4260,3359,196,111,29465,9793,1883,23,0,2,184,116,4,6,77,404,33,122,66,208,222,84,207,13,112,23164,411,0,15,1461,4901,30,50,1490,4592,243,339,315,1750,1260,1015,3826,199,1267,165,92,329,93.7,6.0,37443152,8507749,36269507,12017402,4849332,3671135,0,5,659,8,236,3581,5,144,1893,0,0,0,0,3,1837,32273,18120,14153,1562,948,614,23761,8280,15481,1277,6715,23833,1,3,70387,608,329,162,13,5,34,36,120,48,135,5
R01233,ñkäCìπ,à…íBés,32826,15176,17650,32644,15144,17500,3355,1714,1641,16832,8168,8664,12601,5268,7333,6740,2581,4159,180,149,591,921,1104,14844,14746,30680,8567,5327,4369,2731,2569,71,51,44421,13075,1303,33,4,0,112,52,3,6,24,297,25,115,39,184,132,27,145,12,93,11555,322,52,0,845,796,131,19,504,2213,251,257,182,1083,680,103,3246,306,565,318,64,236,89.9,4.7,23070724,3925151,22137988,7304104,1766703,2666942,54228,2,171,5,110,1223,3,63,703,1,13,14,6,1,556,14832,7709,7123,545,338,207,12352,4572,7780,1401,2483,10496,0,2,31516,3873,254,132,3,2,27,18,69,19,62,8
R01234,ñkäCìπ,ñkçLìáés,58171,27763,30408,57695,27517,30178,6395,3267,3128,32140,15829,16311,19380,8514,10866,9376,3876,5500,369,235,751,2065,2057,24640,24548,55757,16375,6964,7560,4608,3198,135,107,11905,7476,1834,19,0,1,204,117,3,10,149,526,17,85,59,112,125,47,205,11,144,23528,162,0,4,1359,3290,34,20,4025,5378,169,569,243,899,1610,670,3604,143,1349,89,50,318,95.3,8.0,32026040,8195321,31420878,10925311,6703335,3163609,0,4,357,9,200,2647,8,164,1738,0,0,0,0,3,2277,25226,13766,11460,1148,718,430,21015,7712,13303,536,4296,19696,2,5,56950,861,376,83,11,5,34,29,57,41,91,9
R01235,ñkäCìπ,êŒéÎés,56869,27324,29545,56418,27146,29272,6821,3502,3319,30645,15273,15372,19402,8549,10853,8958,3614,5344,451,254,775,1569,1656,23102,23038,55320,15376,5868,7379,4217,3010,105,117,72233,19840,2160,20,10,2,346,216,3,15,180,462,21,66,51,163,154,37,207,22,185,27910,176,90,12,2466,4686,22,153,5644,5551,108,419,413,901,1575,758,3118,253,1565,283,58,373,94.7,6.8,35743012,9157203,34398138,12518264,4195043,3580298,37151,0,0,9,214,2849,6,138,1481,1,16,25,14,2,1713,23568,13000,10568,996,632,364,18287,6486,11801,978,5577,16052,4,4,57760,2593,273,126,7,4,26,23,57,30,87,1
R01236,ñkäCìπ,ñkìlés,44302,20542,23760,44002,20505,23497,5444,2808,2636,25434,12184,13250,13332,5541,7791,6564,2395,4169,300,186,665,1126,1529,18337,18261,42666,11338,5276,4726,2534,2499,104,98,39744,9580,1558,17,0,6,194,100,1,2,73,424,19,58,50,124,144,41,151,18,136,16844,210,0,117,1606,2799,1,2,1609,3852,163,272,317,900,560,274,2568,227,1367,449,137,194,88.6,5.0,23870944,5323340,23222589,9713221,3488286,2280558,18957,4,272,11,183,1951,5,103,1109,0,0,0,0,3,521,20738,10936,9802,1183,732,451,14869,5104,9765,1637,4707,14317,1,2,43792,7475,314,88,7,0,25,15,25,17,39,6
R01303,ñkäCìπ,ìñï í¨,15916,7703,8213,15739,7612,8127,1178,589,589,8983,4509,4474,5553,2482,3071,2834,1157,1677,119,53,228,577,625,7281,7268,15488,4138,2601,2113,1230,898,26,10,42286,15808,554,46,0,0,66,30,1,4,14,123,8,48,17,38,48,11,48,6,46,5984,287,0,0,485,1064,17,6,145,1151,44,112,56,308,361,512,1185,34,217,414,64,159,95.8,10.0,15137000,1967103,14848364,2758312,2164104,1747345,0,0,0,1,17,212,1,18,137,1,48,277,149,1,179,7619,4241,3378,305,192,113,5885,2169,3716,1082,1300,4932,1,2,15342,1196,99,26,3,0,15,6,24,110,60,0
R01304,ñkäCìπ,êVé¬í√ë∫,3044,1484,1560,3035,1477,1558,300,160,140,1591,852,739,1142,467,675,666,238,428,8,12,68,67,92,1051,1038,2641,566,286,320,193,139,5,3,7804,7596,102,25,0,0,8,6,0,0,5,17,2,1,0,11,4,0,13,2,8,925,133,0,0,143,35,0,0,35,113,4,1,0,75,43,0,243,80,20,221,1,48,83.8,2.2,4393441,327543,4307590,671168,817403,435386,0,0,0,1,14,128,1,13,53,0,0,0,0,0,0,1483,803,680,32,18,14,1045,415,630,612,92,660,0,0,2825,80,13,4,0,0,3,1,1,3,2,0
R01331,ñkäCìπ,èºëOí¨,6260,2805,3455,6218,2800,3418,377,187,190,2611,1272,1339,3266,1343,1923,1804,675,1129,42,12,166,155,218,3196,3186,5995,1590,1351,1083,691,848,7,7,29325,2365,293,2,1,0,41,20,0,0,4,92,5,12,2,14,39,4,22,8,27,1691,31,21,0,200,379,0,0,45,376,22,22,3,74,88,20,261,28,121,14,120,76,86.0,7.5,6346441,634148,5961609,1278716,421670,474205,0,0,0,3,24,123,1,15,73,0,0,0,0,1,50,2653,1421,1232,131,94,37,3063,1088,1975,268,731,1647,1,1,6069,4227,84,9,0,1,3,3,6,3,8,1
R01332,ñkäCìπ,ïüìáí¨,3794,1755,2039,3758,1753,2005,228,103,125,1711,871,840,1851,778,1073,973,364,609,36,9,88,93,99,1861,1858,3717,984,705,655,385,427,2,0,18725,1655,224,2,3,0,31,21,2,0,3,55,2,10,5,17,22,7,14,5,25,1176,7,16,0,223,298,18,0,8,222,10,13,14,41,41,12,127,17,109,14,22,59,83.5,9.8,5003406,563555,4876016,792861,546474,714310,0,1,10,2,17,95,1,14,37,0,0,0,0,1,47,1639,891,748,111,83,28,1745,640,1105,241,590,785,0,0,3483,2548,47,12,0,0,3,2,2,2,2,1
R01333,ñkäCìπ,ímì‡í¨,4167,2060,2107,4104,2052,2052,357,176,181,2160,1156,1004,1649,727,922,854,320,534,63,15,58,76,143,1868,1859,3962,984,686,579,338,316,9,2,19676,3188,179,13,3,0,23,19,3,1,3,32,3,3,2,24,15,2,6,7,20,1388,93,13,0,159,361,160,1,12,163,13,10,2,70,38,2,99,54,138,130,38,46,80.5,9.1,4937281,755729,4776137,722908,432092,588661,40010,0,0,2,22,120,1,16,82,0,0,0,0,1,129,2110,1183,927,75,53,22,1461,560,901,560,559,964,1,0,3880,909,24,13,0,0,4,2,1,2,1,0
R01334,ñkäCìπ,ñÿå√ì‡í¨,3832,1750,2082,3807,1745,2062,232,113,119,1678,831,847,1908,793,1115,1069,408,661,24,10,105,96,125,1871,1865,3732,967,734,637,381,465,7,2,22186,2390,213,3,0,0,31,12,0,1,7,54,6,5,5,30,23,2,8,5,21,1012,16,0,0,224,90,0,2,73,283,18,11,11,113,34,4,62,21,50,33,34,49,93.7,13.8,4850430,513290,4550627,948382,442714,339602,38190,0,0,1,16,81,1,14,65,0,0,0,0,0,0,1618,872,746,75,61,14,1745,610,1135,167,392,1044,1,0,3661,2064,49,23,0,1,3,0,6,1,5,1
R01337,ñkäCìπ,éµî—í¨,27686,12679,15007,27574,12661,14913,3215,1637,1578,14743,6996,7747,9719,4040,5679,4906,1806,3100,112,126,439,823,913,11568,11518,26351,7243,3337,3403,1924,1731,80,51,21675,8022,818,15,0,1,120,53,3,1,38,158,9,30,20,74,78,16,115,10,77,7851,168,0,12,916,1102,33,9,830,1246,29,168,56,459,350,67,1720,103,583,289,40,132,89.2,8.5,13197007,2968072,12861309,4526331,1326646,1232998,82072,1,161,4,94,1236,2,48,613,2,38,69,53,1,284,11853,6228,5625,1202,755,447,10894,3800,7094,1123,2296,8266,3,0,27689,8719,123,48,3,2,16,9,41,12,29,6
R01343,ñkäCìπ,é≠ïîí¨,3760,1779,1981,3646,1756,1890,342,176,166,1901,919,982,1517,684,833,725,310,415,114,11,45,80,111,1619,1613,3595,887,537,528,342,248,9,6,11063,2134,150,3,0,0,22,20,1,0,4,41,1,0,0,18,15,2,11,2,10,1156,23,0,0,120,442,2,0,39,203,7,0,0,85,47,2,150,6,30,1,19,62,81.8,3.6,4620904,423403,4518938,615046,236982,440408,0,1,42,1,17,115,1,14,84,0,0,0,0,0,0,1824,964,860,68,47,21,1525,591,934,605,466,751,1,0,3541,2569,31,11,0,0,2,1,2,1,3,0
R01345,ñkäCìπ,êXí¨,14338,6658,7680,14000,6590,7410,1364,682,682,7403,3659,3744,5532,2289,3243,2727,1013,1714,313,34,275,269,459,6330,6310,13849,3293,2278,1790,974,1115,27,17,36879,9298,776,22,2,3,89,88,4,1,33,184,11,30,15,76,75,14,49,14,66,5582,208,14,19,570,1529,32,1,380,1044,136,52,60,280,198,46,598,117,298,137,49,175,93.0,10.6,14591151,1703086,14302004,3077768,1008648,1140863,0,2,51,5,53,468,2,37,293,0,0,0,0,1,73,7134,3817,3317,411,280,131,5357,1832,3525,1572,2120,3421,2,1,13954,6161,152,60,1,2,8,6,17,7,14,3
R01346,ñkäCìπ,î™â_í¨,15826,7894,7932,15526,7746,7780,1591,831,760,8504,4600,3904,5534,2311,3223,2758,1006,1752,225,66,256,559,665,7519,7380,15107,3680,3084,1856,1030,1215,50,26,95608,17253,825,26,2,0,103,53,4,1,26,212,13,38,19,117,67,9,38,17,80,5352,332,15,0,712,791,54,1,330,1156,106,95,78,472,205,61,519,126,299,162,85,159,88.5,10.8,16371046,2246256,15822256,3080172,1631695,905477,96877,1,35,7,86,552,4,55,317,0,0,0,0,1,192,8230,4784,3446,298,169,129,5056,1710,3346,1564,1749,4576,1,1,14838,3582,180,81,0,2,5,7,27,9,27,4
R01347,ñkäCìπ,í∑ñúïîí¨,5109,2448,2661,4932,2394,2538,415,200,215,2507,1337,1170,2088,854,1234,1193,419,774,177,22,113,138,216,2717,2543,4778,1228,1176,725,435,535,11,8,31076,6113,285,4,7,0,28,22,1,0,10,61,4,5,5,45,22,6,17,5,43,2021,40,180,0,167,369,6,0,101,293,17,16,15,157,62,45,159,221,173,34,6,79,89.0,10.7,7124038,681270,6927094,1467712,937247,535572,232,0,0,1,17,149,1,11,94,0,0,0,0,1,39,2662,1534,1128,71,49,22,1848,601,1247,512,697,1436,0,1,4849,1442,53,32,0,1,2,2,4,2,5,2
R01361,ñkäCìπ,ç]ç∑í¨,7428,3569,3859,7406,3555,3851,589,295,294,3950,2097,1853,2846,1145,1701,1589,572,1017,19,27,136,305,394,3542,3502,6746,1732,1568,932,578,653,21,8,10948,2714,452,9,0,0,49,18,3,2,10,109,10,20,14,64,40,7,40,8,49,2648,50,0,0,263,121,27,3,125,606,104,33,63,187,136,29,532,113,256,76,27,75,86.3,13.0,6371485,786802,6104137,1668223,738133,703483,0,0,0,3,45,197,2,27,115,0,0,0,0,1,179,3571,2063,1508,148,108,40,2848,953,1895,297,613,2584,0,1,6857,3711,99,50,1,2,4,3,18,3,15,3
R01362,ñkäCìπ,è„Émçëí¨,4306,1965,2341,4255,1944,2311,388,197,191,2047,986,1061,1868,779,1089,992,360,632,50,15,104,90,145,2053,2050,4231,1081,782,617,373,479,6,2,54772,4385,195,9,0,0,29,18,0,0,5,42,3,2,1,18,25,2,14,7,20,1231,131,0,0,350,189,0,0,18,176,11,3,1,42,63,2,135,23,87,81,60,76,84.3,8.1,6353601,469503,6248319,1128508,612178,602836,261976,0,0,2,25,147,1,16,86,0,0,0,0,1,51,1982,1056,926,100,65,35,1825,641,1184,335,554,1081,0,0,4282,1844,36,12,0,0,3,2,2,2,0,1
R01363,ñkäCìπ,å˙ëÚïîí¨,3592,1717,1875,3562,1711,1851,339,181,158,1713,882,831,1540,654,886,832,310,522,30,6,69,67,125,1654,1646,3470,947,560,551,329,277,4,6,46058,9182,192,18,0,1,21,14,0,0,8,51,3,8,3,17,14,1,10,6,17,1327,166,0,3,203,113,0,0,140,223,13,13,10,57,58,10,154,70,94,209,52,59,78.7,6.5,5517592,422594,5405971,938518,251675,399570,16109,0,0,3,34,131,1,15,87,0,0,0,0,0,0,1889,1039,850,73,51,22,1290,446,844,611,321,957,0,1,3430,709,43,13,0,1,1,1,4,1,3,0
R01364,ñkäCìπ,â≥ïîí¨,3403,1538,1865,3386,1537,1849,284,142,142,1567,746,821,1552,650,902,857,332,525,17,7,68,60,107,1597,1593,3336,902,561,544,358,381,8,2,16259,2558,172,8,1,1,23,12,0,1,2,40,2,1,2,18,18,3,17,3,20,917,52,1,18,182,153,0,1,7,199,9,7,6,74,32,3,113,14,46,52,65,55,66.5,5.6,4923534,291069,4824341,975939,669910,242214,9140,0,0,2,19,87,1,16,67,0,0,0,0,0,0,1559,833,726,48,37,11,1507,524,983,161,457,940,1,0,3262,665,34,12,0,1,1,1,1,2,2,1
R01367,ñkäCìπ,âúêKí¨,2410,1280,1130,2402,1276,1126,163,86,77,1250,774,476,997,420,577,543,207,336,8,8,35,129,216,1215,1203,2202,559,566,332,222,263,11,0,14299,2075,190,1,1,0,15,14,1,0,6,47,3,8,2,46,14,0,5,4,23,772,0,6,0,155,64,8,0,45,161,8,22,1,127,20,0,39,15,101,17,12,87,89.8,8.8,5268298,272953,5113676,389552,572845,476174,27977,2,24,2,21,70,1,15,36,0,0,0,0,1,53,1268,850,418,34,27,7,945,317,628,135,161,970,0,0,2292,392,41,23,0,1,3,0,3,1,2,0
R01370,ñkäCìπ,ç°ã‡í¨,5072,2446,2626,5068,2444,2624,468,236,232,2515,1334,1181,2089,876,1213,1176,458,718,4,20,102,110,195,2192,2179,4719,1187,771,657,414,400,9,5,56825,12221,242,10,0,0,31,10,1,0,7,60,3,8,6,34,24,7,11,4,26,1540,92,0,0,242,55,3,0,103,387,15,17,14,114,47,40,252,36,123,239,19,63,79.6,7.6,8128242,578066,7910287,1430447,835741,2181307,255383,0,0,2,27,176,1,13,106,0,0,0,0,0,0,2517,1416,1101,64,47,17,1892,686,1206,706,341,1464,0,0,4660,617,54,27,1,1,4,1,6,2,9,0
R01371,ñkäCìπ,ÇπÇΩÇ»í¨,7398,3466,3932,7368,3462,3906,587,298,289,3323,1706,1617,3482,1459,2023,1985,764,1221,30,22,168,164,232,3534,3517,7023,1893,1361,1128,727,772,12,7,63868,13980,421,16,2,3,57,19,2,2,9,109,3,14,5,54,33,3,30,12,48,2325,125,10,23,450,119,9,2,77,481,28,30,16,176,65,7,449,89,169,270,81,118,85.7,8.5,9701603,832850,9386182,2040680,978482,479077,360785,0,0,3,36,202,3,42,130,0,0,0,0,1,163,3676,2060,1616,127,86,41,2982,1009,1973,927,545,2202,0,1,6845,1910,96,36,0,2,5,4,9,5,10,2
R01391,ñkäCìπ,ìáñqë∫,1356,687,669,1354,686,668,112,58,54,680,396,284,564,233,331,326,116,210,2,6,22,23,42,617,612,1246,310,253,175,100,146,4,0,43718,6951,76,1,3,0,7,5,0,0,2,14,1,1,2,11,5,1,6,8,9,365,1,16,0,34,28,0,0,13,62,2,1,5,25,6,1,117,23,31,28,13,49,87.3,6.6,2878601,109778,2787803,541077,289546,267868,0,0,0,1,10,48,1,13,16,0,0,0,0,0,0,659,410,249,16,12,4,569,207,362,141,84,431,0,0,1291,538,12,2,0,0,1,0,2,1,0,1
R01392,ñkäCìπ,éıìsí¨,2838,1397,1441,2784,1394,1390,258,139,119,1411,749,662,1167,508,659,641,240,401,54,12,64,89,126,1340,1333,2506,637,622,348,217,297,4,3,9525,1971,175,0,8,0,16,12,2,0,8,42,4,3,1,21,12,1,13,5,27,1223,0,62,0,155,215,6,0,59,172,24,5,1,66,33,1,307,17,100,7,36,52,71.3,12.1,7158234,298726,7107194,1713050,542864,474457,4350,0,0,2,22,106,1,14,60,0,0,0,0,1,70,1376,754,622,38,26,12,1148,468,680,143,315,908,0,0,2693,462,35,19,0,0,2,2,4,2,2,1
R01393,ñkäCìπ,çïèºì‡í¨,2791,1353,1438,2775,1348,1427,304,163,141,1385,758,627,1102,432,670,686,238,448,16,17,77,108,186,1298,1287,2376,582,645,304,202,268,9,3,34565,6575,147,9,0,0,14,5,0,0,4,32,1,8,6,17,8,3,19,3,18,1045,65,0,0,112,66,0,0,35,121,5,15,20,78,21,4,415,14,74,38,13,48,85.2,13.1,5175666,259157,4926867,868499,464586,912466,4096,0,0,2,30,105,2,21,72,0,0,0,0,0,0,1315,762,553,42,27,15,1123,399,724,165,207,897,0,0,2577,329,31,6,0,0,4,1,4,1,2,1
R01394,ñkäCìπ,óñâzí¨,4568,2197,2371,4530,2175,2355,453,229,224,2285,1180,1105,1828,786,1042,1003,383,620,38,12,79,159,191,2081,2074,4327,1192,748,652,411,334,13,4,44978,9478,213,16,0,1,32,5,0,0,4,57,2,9,4,30,8,5,11,5,24,1316,133,0,2,308,17,0,0,28,247,11,24,13,107,32,12,240,45,97,237,27,105,83.2,10.8,7679669,539648,7250532,1028753,997207,563511,9976,1,13,2,29,200,1,15,95,0,0,0,0,1,44,2386,1342,1044,57,27,30,1465,496,969,567,335,1330,0,1,4299,697,52,18,0,1,3,2,4,2,2,1
R01395,ñkäCìπ,ÉjÉZÉRí¨,5074,2624,2450,4799,2445,2354,619,339,280,2797,1484,1313,1307,595,712,637,245,392,246,25,49,257,285,2515,2511,4986,1176,1146,466,266,281,11,8,19713,5280,307,9,0,2,16,17,1,3,11,61,3,17,9,92,23,6,13,3,21,2127,51,0,13,137,107,6,7,114,487,16,45,11,789,123,32,97,21,71,127,5,71,88.1,6.1,5632108,961187,5443632,853215,656651,642600,26689,1,16,2,34,286,1,15,144,0,0,0,0,1,88,2623,1524,1099,132,78,54,1272,434,838,433,383,1772,0,1,4973,678,52,42,2,0,2,2,2,3,5,1
R01396,ñkäCìπ,ê^éÎë∫,2045,1035,1010,2008,1006,1002,242,131,111,1098,602,496,705,302,403,389,148,241,37,17,26,74,90,903,900,1937,462,347,230,142,130,5,1,11425,3696,116,8,0,0,9,3,0,0,6,26,1,2,1,30,6,1,12,2,9,688,91,0,0,32,58,0,0,34,156,5,3,13,72,17,2,120,47,38,124,7,52,92.4,10.7,2826137,239592,2733482,469150,449039,312855,0,0,0,1,14,77,1,13,41,0,0,0,0,1,59,1146,656,490,34,17,17,622,231,391,446,87,603,1,0,1969,367,23,19,0,0,3,1,2,1,5,1
R01397,ñkäCìπ,óØéıìsë∫,1911,971,940,1798,923,875,234,115,119,1184,638,546,493,218,275,270,106,164,113,9,24,91,110,959,956,1835,398,496,161,98,87,4,2,11984,4731,104,5,0,0,3,6,1,0,2,27,1,8,1,28,2,3,3,3,11,538,37,0,0,30,53,2,0,44,150,5,18,10,67,2,11,49,22,38,87,4,58,85.7,12.5,3213001,466158,3075613,468102,344100,443197,0,0,0,1,12,80,1,12,46,0,0,0,0,1,46,1241,699,542,16,9,7,418,147,271,354,93,794,1,0,1926,374,23,12,0,0,2,1,2,1,0,1
